category2,role,category1,username,vote,timestamp,category2-2,name,category1-2
Puzzle:1028,normalUser,Print & Play:1120,neuropsy,8,2021-01-22 19:40:40.807,null,Der kunterbunte Ottokar,null
Racing:1031,normalUser,Economic:1021,raulz,8,2021-01-22 19:26:12.443,null,Der kleine Rabe Socke: Buchstabensuche,null
Transportation:1011,influencer,Children's Game:1041,ferris1971,8,2021-01-22 19:36:52.078,null,Der Kleine Prinz – Planetenwanderer,null
Puzzle:1028,normalUser,Miniatures:1047,geloly,8,2021-01-22 19:48:30.276,null,Gear & Piston,null
World War II: 1049,normalUser,Memory:1045,zirkumplex,8,2021-01-22 19:59:02.79,null,Fressen und gefressen werden,null
Zombies:2481,normalUser,Sports:1038,christy_marais,8,2021-01-22 19:23:04.836,null,Fressen und gefressen werden,null
Fighting:1046,moderator,Action/Dexterity:1032,leviticuss,8,2021-01-22 19:57:41.271,null,Gauss,null
Trains:1034,normalUser,Fantasy:1010,donatelli_david,8,2021-01-22 20:02:26.498,null,"Gauntlet: Operation Pedestal, August 11-13,1942",null
Print & Play:1120,normalUser,Card Game:1002,justinmdiaz,8,2021-01-22 19:55:59.567,null,Gatecrasher,null
Educational:1094,normalUser,Zombies:2481,prosopopoeia,8,2021-01-22 19:24:37.134,null,Gary Gygax Lejendary Adventures,null
Zombies:2481,normalUser,Word-game:1025,deraltetuk,8,2021-01-22 19:48:51.261,null,Freeloader,null
Ancient:1050,normalUser,Exploration:1020,jorgeaupro,8,2021-01-22 19:47:01.079,null,Der Hexer von Salem: Tage des Mondes,null
Party Game:1030,influencer,Card Game:1002,xyphyr,8,2021-01-22 20:02:33.86,null,Der Hexenball,null
Animals:1089,normalUser,Card Game:1002,gerisone,8,2021-01-22 19:50:10.437,null,Der Herr der Ringe: Deckbau-Spiel,null
Spies/Secret Agents:1081,normalUser,Animals:1089,neophile,8,2021-01-22 19:32:08.3,null,Fraud Squad,null
Number:1098,normalUser,Napoleonic:1051,cwatson19881988,8,2021-01-22 19:53:48.36,null,Frank und Buster auf Tour,null
World War II: 1049,normalUser,Animals:1089,smobolob,8,2021-01-22 19:42:05.751,null,Frank und Buster auf Tour,null
Adventure:1022,normalUser,Trains:1034,davidcordell,8,2021-01-22 19:35:15.206,null,Games & Puzzles,null
Animals:1089,normalUser,Transportation:1011,boardincharlotte,8,2021-01-22 19:30:31.32,null,Fragrances,null
Wargame:1019,normalUser,Modern Warfare:1069,as hole,8,2021-01-22 19:48:25.991,null,Frag doch mal ... Das Kartenspiel,null
Trains:1034,normalUser,Abstact Strategy:1009,madboy001,8,2021-01-22 19:48:04.099,null,Fox & Chicken,null
Adventure:1022,moderator,Medieval:1035,felixmreeve,8,2021-01-22 19:31:27.323,null,Der Große Raub-Zug,null
Modern Warfare:1069,normalUser,Napoleonic:1051,ajgarrido,8,2021-01-22 19:36:40.814,null,Four great mediaeval battles,null
Deduction:1039,influencer,Puzzle:1028,max_machine,8,2021-01-22 19:31:16.156,null,Der große Feenball,null
Video Game Theme:1101,influencer,Adventure:1022,drgoon1806,8,2021-01-22 19:52:10.02,null,Game of the Week,null
Science Fiction:1016,normalUser,Novel-Based:1093,dr. fu,8,2021-01-22 19:52:47.723,null,Four Battles of Army Group South Quad,null
Ancient:1050,normalUser,Medical:2145,bookwyrmm,8,2021-01-22 20:03:12.912,null,Founding Fathers,null
Ancient:1050,influencer,Movies/TV/Radio Theme:1064,planktron,8,2021-01-22 19:28:04.106,null,Founders of the empire,null
Educational:1094,influencer,Abstact Strategy:1009,ksnyder86,8,2021-01-22 19:47:28.85,null,Der Fluch des Pharao,null
Economic:1021,normalUser,Humor:1079,helloduck,8,2021-01-22 19:55:21.164,null,Game of Life,null
Science Fiction:1016,normalUser,Travel:1097,morrinuk,8,2021-01-22 19:25:58.877,null,Fotball,null
Ancient:1050,normalUser,Card Game:1002,cutterbeck,8,2021-01-22 19:47:37.314,null,Game Byte Hyper Spin,null
Card Game:1002,normalUser,Animals:1089,max92,8,2021-01-22 19:30:12.208,null,Gamblers Golf,null
Territory Building:1086,normalUser,Exploration:1020,gondlir,8,2021-01-22 19:59:51.785,null,Der Dieb von Bagdad,null
Fighting:1046,normalUser,Exploration:1020,stantem,8,2021-01-22 19:39:55.972,null,Galix in München,null
Territory Building:1086,normalUser,Wargame:1019,stormwarrior21,8,2021-01-22 19:47:13.83,null,Fortuna,null
Movies/TV/Radio Theme:1064,normalUser,Dice:1017,saleh_hashemi,8,2021-01-22 19:22:50.065,null,Der Bunte Hund,null
Number:1098,normalUser,Negotiation:1026,richpizor,8,2021-01-22 19:49:56.784,null,Der Amerikanische Buergerkrieg,null
Fantasy:1010,normalUser,Medieval:1035,john14384,8,2021-01-22 19:43:19.236,null,Der Alchemyst,null
Medical:2145,normalUser,Card Game:1002,nrrbar,8,2021-01-22 19:37:20.033,null,Formula Dé: Grand Prix Hockenheim (15) / Zeltweg (16),null
Science Fiction:1016,normalUser,Real-time:1037,incendiarykg,8,2021-01-22 19:43:39.034,null,Dennis spelet,null
Animals:1089,normalUser,Card Game:1002,raiderheel9304,8,2021-01-22 19:58:37.637,null,Form Line of Battle,null
Adventure:1022,normalUser,Medical:2145,grassmanbenny,8,2021-01-22 19:50:15.859,null,Forgotten Axis: Murmansk 1941,null
Ancient:1050,normalUser,Economic:1021,johnhiday,8,2021-01-22 19:47:30.931,null,Forbidden Stars,null
Puzzle:1028,normalUser,Novel-Based:1093,stoicmatt,8,2021-01-22 20:01:05.787,null,Forbidden Sky,null
Humor:1079,normalUser,Deduction:1039,mwkerek,8,2021-01-22 19:36:59.762,null,Dem Yeti wird´s zu bunt!,null
Economic:1021,normalUser,Book:1117,nezrul,8,2021-01-22 19:25:43.425,null,"For Faerie, Queen, and Country",null
Negotiation:1026,normalUser,Adventure:1022,simgermann,8,2021-01-22 19:49:22.007,null,Foppen,null
Collectible Components:1044,normalUser,Negotiation:1026,mpetermax,8,2021-01-22 19:42:29.879,null,Dein eigenes Spiel,null
Collectible Components:1044,normalUser,Economic:1021,bstardif,8,2021-01-22 19:27:50.273,null,deGenesis - Ein Stern wird fallen,null
World War II: 1049,normalUser,Real-time:1037,jeanpierre994,8,2021-01-22 19:41:23.136,null,Food Chain Magnate,null
Puzzle:1028,normalUser,Adventure:1022,vgbadorrey,8,2021-01-22 19:37:58.698,null,Deep-Sea Diver,null
Educational:1094,normalUser,Book:1117,namander,8,2021-01-22 19:26:48.215,null,Fog of Love,null
Card Game:1002,normalUser,Party Game:1030,haya mara,8,2021-01-22 19:25:32.054,null,Flux,null
Transportation:1011,normalUser,Trains:1034,djcassar,8,2021-01-22 19:51:26.949,null,Flut des Verderbens,null
Aviation/Flight:2650,normalUser,Collectible Components:1044,pzl11c,8,2021-01-22 19:33:20.004,null,Deathwatch: Overkil,null
Party Game:1030,normalUser,Abstact Strategy:1009,slideon,8,2021-01-22 19:34:29.945,null,Deathwatch Program,null
Book:1117,normalUser,Real-time:1037,purpledeezee,8,2021-01-22 19:41:22.673,null,Death Angel,null
Exploration:1020,normalUser,Video Game Theme:1101,tetos,8,2021-01-22 19:52:32.737,null,Fluchmory,null
Party Game:1030,normalUser,Murder/Mystery:1040,mardukhunter,8,2021-01-22 19:55:52.548,null,Deadwood - Boxed edition,null
Puzzle:1028,normalUser,Economic:1021,coldy7,8,2021-01-22 19:43:17.525,null,Deadloque,null
Medical:2145,normalUser,Economic:1021,venedius,8,2021-01-22 20:01:53.281,null,Fluch der Mumie,null
Sports:1038,normalUser,Murder/Mystery:1040,adept23,8,2021-01-22 19:40:47.499,null,Flotter Falter,null
Memory:1045,normalUser,Zombies:2481,mikea1985,8,2021-01-22 19:26:01.656,null,Flottenmanöver - Reisespiel,null
Movies/TV/Radio Theme:1064,normalUser,Spies/Secret Agents:1081,jefftheleopard,8,2021-01-22 19:37:40.683,null,Dead of Night 2nd Edition,null
Book:1117,normalUser,Novel-Based:1093,flashowl,8,2021-01-22 19:29:41.172,null,Dead of Night 2nd Edition,null
Racing:1031,normalUser,Travel:1097,the maniac,8,2021-01-22 19:51:53.399,null,Dead men tell no tales,null
Print & Play:1120,normalUser,Word-game:1025,wisephoenix,8,2021-01-22 19:34:47.837,null,Dead Man's Dice,null
Transportation:1011,influencer,Ancient:1050,quartzsand,8,2021-01-22 19:49:38.785,null,De Vulgari Eloquentia,null
Transportation:1011,normalUser,Bluffing:1023,spidedd,8,2021-01-22 20:02:11.669,null,De Veilingmeesters van Amsterdam,null
World War II: 1049,normalUser,Negotiation:1026,brasidas69,8,2021-01-22 19:50:32.792,null,De Bellis Renationis,null
Collectible Components:1044,normalUser,Card Game:1002,stevemacphisto,8,2021-01-22 19:23:40.69,null,De Bellis Antiquitatis,null
Zombies:2481,normalUser,Humor:1079,julians,8,2021-01-22 19:29:16.101,null,Flip-Flap,null
Wargame:1019,normalUser,Dice:1017,zeta leonis,8,2021-01-22 19:42:39.738,null,Flip City: Reuse,null
Educational:1094,influencer,Science Fiction:1016,guilherme chinini,8,2021-01-22 19:24:45.371,null,Days of Knights,null
Exploration:1020,normalUser,Transportation:1011,cndypielips,8,2021-01-22 19:32:58.452,null,Day & Night,null
Fighting:1046,normalUser,Miniatures:1047,theswally,8,2021-01-22 19:53:20.514,null,Dawn of War,null
Racing:1031,normalUser,Economic:1021,rick mathews,8,2021-01-22 19:58:53.137,null,Fliegende Teppiche,null
Action/Dexterity:1032,normalUser,Adventure:1022,shadow89,8,2021-01-22 19:47:35.057,null,Fliegende Piraten,null
Memory:1045,normalUser,Real-time:1037,alphagoat760,8,2021-01-22 19:29:27.576,null,Fliegen naschen,null
Travel:1097,normalUser,Murder/Mystery:1040,sirpork,8,2021-01-22 20:03:21.776,null,Flieg zu mir,null
Spies/Secret Agents:1081,normalUser,Print & Play:1120,carlbenham,8,2021-01-22 19:45:33.36,null,Flick Fleck,null
Wargame:1019,normalUser,World War II: 1049,atony77,8,2021-01-22 19:56:53.86,null,Das Zepter von Zavandor,null
Animals:1089,normalUser,Dice:1017,gumshoe_nr1,8,2021-01-22 19:54:46.549,null,Das verfluchte Piratengold,null
Napoleonic:1051,influencer,Humor:1079,rrosca,8,2021-01-22 19:40:45.198,null,Flag Dash,null
Children's Game:1041,normalUser,Bluffing:1023,boomer642,8,2021-01-22 19:46:41.505,null,Fladeranti,null
Economic:1021,normalUser,Children's Game:1041,benj85,8,2021-01-22 19:56:44.554,null,Fix Mix,null
Spies/Secret Agents:1081,normalUser,Wargame:1019,xeelee,8,2021-01-22 19:42:31.978,null,Das Streuhandspiel,null
Miniatures:1047,normalUser,Children's Game:1041,johndeerethebest,8,2021-01-22 20:01:06.254,null,Five Seals of Magic,null
Fantasy:1010,normalUser,Dice:1017,boondabba,8,2021-01-22 19:58:34.474,null,Das Spiele-Buch,null
Exploration:1020,normalUser,Abstact Strategy:1009,wolfrath,8,2021-01-22 19:44:55.516,null,Fische und Steine,null
Card Game:1002,normalUser,Book:1117,bobcat tom,8,2021-01-22 19:22:34.046,null,Fische Fluppen Frikadellen,null
Medical:2145,normalUser,Medieval:1035,sauzer9382,8,2021-01-22 19:33:10.071,null,Das Schlaumeier-Quiz,null
Number:1098,normalUser,Memory:1045,virpye,8,2021-01-22 19:56:28.273,null,Das Schicksal der Könige,null
Dice:1017,normalUser,Bluffing:1023,jjerg,8,2021-01-22 19:46:45.164,null,First English,null
Territory Building:1086,normalUser,Murder/Mystery:1040,binoca,8,2021-01-22 19:43:57.123,null,Das Prestel-Memospiel Bayern,null
Book:1117,normalUser,Spies/Secret Agents:1081,peroxido,8,2021-01-22 19:52:54.476,null,Das Prestel Kinder Kunstspiel,null
Modern Warfare:1069,normalUser,Movies/TV/Radio Theme:1064,markjames,8,2021-01-22 19:42:54.07,null,Das Prestel ArchitekTourSpiel MÜNCHEN,null
Medieval:1035,moderator,Ancient:1050,fakebanana,8,2021-01-22 19:28:15.495,null,Finstere Flure,null
Spies/Secret Agents:1081,normalUser,Negotiation:1026,tavares84,8,2021-01-22 19:57:03.569,null,Finger weg!,null
Memory:1045,normalUser,Sports:1038,muvin,8,2021-01-22 19:28:03.0,null,Findnix,null
Real-time:1037,normalUser,Print & Play:1120,mentorius,8,2021-01-22 19:33:27.275,null,Finde den Freund!,null
Transportation:1011,normalUser,Economic:1021,nikolaivp,8,2021-01-22 19:45:32.337,null,Filou,null
Deduction:1039,normalUser,Print & Play:1120,zeopower6,8,2021-01-22 19:22:29.014,null,Das Labyrinth des Pharao: Sphinx und Triamide,null
Educational:1094,normalUser,Modern Warfare:1069,prowerfox,8,2021-01-22 19:46:37.731,null,Filipino Fruit Market,null
Educational:1094,normalUser,Sports:1038,reesesgogaming,8,2021-01-22 19:39:11.036,null,Fifty Shades of Grey - Partyspiel,null
Aviation/Flight:2650,influencer,Real-time:1037,daquinus,8,2021-01-22 19:36:03.366,null,Fifth Frontier War,null
Real-time:1037,normalUser,Fighting:1046,lairdkeffer,8,2021-01-22 19:40:29.01,null,FIFA: Würfel-Kick,null
Medieval:1035,normalUser,Video Game Theme:1101,comics0026,8,2021-01-22 19:56:56.193,null,Fiese 15,null
Collectible Components:1044,normalUser,Sports:1038,berelon,8,2021-01-22 19:43:37.592,null,Das Kinderrechtspiel,null
Territory Building:1086,normalUser,Modern Warfare:1069,wilder4x,8,2021-01-22 19:57:33.336,null,Das Jahr des Greifen II,null
Trains:1034,normalUser,Humor:1079,suppenkazper,8,2021-01-22 19:49:54.116,null,Fette Autos,null
Word-game:1025,normalUser,Science Fiction:1016,jeanlau,8,2021-01-22 19:36:45.001,null,Das große Wimmelwelt-Spiel,null
Travel:1097,normalUser,Napoleonic:1051,crystalsmuse,8,2021-01-22 19:40:03.876,null,Ferner Osten,null
Napoleonic:1051,normalUser,Murder/Mystery:1040,wodskou,8,2021-01-22 19:36:33.266,null,Cyclades,null
Animals:1089,normalUser,Travel:1097,gofrito,8,2021-01-22 19:42:16.079,null,Fencing,null
Aviation/Flight:2650,normalUser,Party Game:1030,john_grills,8,2021-01-22 19:50:08.525,null,Felsberger Toccato,null
Novel-Based:1093,normalUser,Party Game:1030,rwalters,8,2021-01-22 19:55:30.488,null,Felsberger Spielbaum,null
Real-time:1037,normalUser,Fighting:1046,frillycakes,8,2021-01-22 19:24:34.582,null,Das große Frankenquiz,null
Miniatures:1047,normalUser,Science Fiction:1016,asanka88,8,2021-01-22 19:39:04.886,null,Das Große Buch der D&D Regeln,null
Memory:1045,normalUser,Party Game:1030,erilua,8,2021-01-22 19:56:02.467,null,Das große Abenteuer der kleinen Halblinge,null
Puzzle:1028,normalUser,Book:1117,macvitor,8,2021-01-22 19:56:41.036,null,Das Grauen von Dymrak,null
Sports:1038,normalUser,Spies/Secret Agents:1081,lord al_x,8,2021-01-22 19:33:57.768,null,Das Graue Konzil,null
Zombies:2481,normalUser,Number:1098,txmomof3boyz,8,2021-01-22 19:58:17.459,null,Cut Mat,null
Book:1117,normalUser,Wargame:1019,mouloxtos,8,2021-01-22 19:56:35.587,null,Feelina,null
Novel-Based:1093,normalUser,Napoleonic:1051,dbrett,8,2021-01-22 19:53:15.828,null,Fear God and Dread Nought,null
Puzzle:1028,normalUser,Aviation/Flight:2650,s_hammer,8,2021-01-22 19:22:55.136,null,Das Geheimnis der Erfolgreichen,null
Humor:1079,normalUser,Ancient:1050,chaosz,8,2021-01-22 19:28:01.423,null,Curious George Match-a-Balloon Game,null
Educational:1094,normalUser,Abstact Strategy:1009,gamercoma,8,2021-01-22 19:52:34.287,null,Cupcake Empire,null
Modern Warfare:1069,normalUser,Spies/Secret Agents:1081,bazaarbroz,8,2021-01-22 19:36:51.558,null,Cupcake Academy,null
Wargame:1019,normalUser,Sports:1038,lq_cincinnatus,8,2021-01-22 19:41:32.134,null,Das Flüstern der Liebe,null
Trains:1034,normalUser,Economic:1021,balladblack,8,2021-01-22 20:00:12.956,null,Das Fest der Schatten,null
Educational:1094,normalUser,Trains:1034,thinktongtank,8,2021-01-22 19:52:42.286,null,Cults of Terror,null
Wargame:1019,influencer,Science Fiction:1016,thelumplumps,8,2021-01-22 19:56:56.762,null,Fatal Alliances,null
Puzzle:1028,normalUser,Word-game:1025,mattrick,8,2021-01-22 19:53:22.66,null,Das E.R.S.T.E.,null
Bluffing:1023,normalUser,Medieval:1035,marciamm,8,2021-01-22 19:50:20.776,null,Cublino,null
Exploration:1020,normalUser,Card Game:1002,gnarly717,8,2021-01-22 19:23:58.918,null,Cubiko,null
Book:1117,normalUser,Real-time:1037,donovani,8,2021-01-22 19:26:22.615,null,Farming,null
Fantasy:1010,influencer,Number:1098,aramis74,8,2021-01-22 19:46:52.914,null,Cuba Sonderedition,null
Travel:1097,influencer,Real-time:1037,lipschitzz,8,2021-01-22 19:37:14.196,null,Cthulhu: Mittelalter - Die dunklen Jahre,null
Number:1098,normalUser,Memory:1045,podxt,8,2021-01-22 19:43:14.788,null,Farben Yatzy,null
Economic:1021,normalUser,Real-time:1037,ottavianocosta,8,2021-01-22 19:26:38.103,null,Far Space Foundry,null
Wargame:1019,normalUser,Adventure:1022,mrsmith00,8,2021-01-22 19:55:31.476,null,Cthulhu Now - Verschlusssache,null
Science Fiction:1016,normalUser,Children's Game:1041,wizardshred,8,2021-01-22 19:30:39.195,null,Cthulhu Now,null
Educational:1094,normalUser,Spies/Secret Agents:1081,athavir,8,2021-01-22 19:25:42.895,null,Das Amulett,null
Action/Dexterity:1032,normalUser,Bluffing:1023,inacp,8,2021-01-22 20:01:25.53,null,Cthulhu Classics,null
Card Game:1002,influencer,Territory Building:1086,tamalin,8,2021-01-22 20:02:20.212,null,Cthulhu 500,null
Trains:1034,normalUser,Puzzle:1028,costyynnel,8,2021-01-22 19:38:50.459,null,Darwin’s Choice,null
Negotiation:1026,normalUser,Wargame:1019,beyondsolitaire,8,2021-01-22 19:34:39.927,null,Crux,null
Word-game:1025,normalUser,Murder/Mystery:1040,btrhoads,8,2021-01-22 19:56:42.171,null,Crusher Joe,null
Miniatures:1047,influencer,Humor:1079,sectunmaximus,8,2021-01-22 19:54:15.096,null,Family Business,null
Number:1098,normalUser,Educational:1094,cariassus,8,2021-01-22 19:29:08.119,null,Crude,null
Aviation/Flight:2650,normalUser,Medieval:1035,epikoyros,8,2021-01-22 19:42:29.405,null,Dark Horse Classic,null
Territory Building:1086,normalUser,Miniatures:1047,ross11359,8,2021-01-22 20:02:34.344,null,Falsch gedacht!,null
Miniatures:1047,normalUser,Medical:2145,donlooz,8,2021-01-22 20:00:32.723,null,Dark Emperor,null
Puzzle:1028,normalUser,Territory Building:1086,lk758tmy,8,2021-01-22 19:35:48.274,null,Dark Dealings: Interactive Defenses & Flexible Defenses,null
Book:1117,normalUser,Negotiation:1026,chamberlain34,8,2021-01-22 19:40:16.175,null,Fall of Manjukuo,null
Bluffing:1023,influencer,Murder/Mystery:1040,mek64951,8,2021-01-22 19:24:08.888,null,Crossbows and Cannon,null
Miniatures:1047,normalUser,Sports:1038,skatepro,8,2021-01-22 19:59:29.523,null,Dare!,null
Science Fiction:1016,normalUser,Economic:1021,gismotic,8,2021-01-22 20:00:58.816,null,Fairway,null
Napoleonic:1051,normalUser,Sports:1038,mauxdette,8,2021-01-22 19:58:22.074,null,Faden verloren,null
Transportation:1011,normalUser,Territory Building:1086,lost1n5pace,8,2021-01-22 19:29:16.64,null,Cromwell 's Victory,null
Fantasy:1010,normalUser,Miniatures:1047,crowan1978,8,2021-01-22 20:01:55.576,null,Face The Clown,null
Educational:1094,normalUser,Humor:1079,ethenea,8,2021-01-22 19:40:18.693,null,"Facchetti celo, Giubertoni manca",null
Print & Play:1120,normalUser,Adventure:1022,parallax74,8,2021-01-22 19:25:56.542,null,Damals & Heute,null
Card Game:1002,normalUser,Negotiation:1026,lordanime,8,2021-01-22 19:30:53.633,null,Fabelsaft,null
Card Game:1002,influencer,Transportation:1011,andy nunez,8,2021-01-22 19:24:44.88,null,Da Vinci Code,null
Children's Game:1041,normalUser,Educational:1094,skhawkins,8,2021-01-22 19:58:30.162,null,Crescendo of Doom,null
Aviation/Flight:2650,normalUser,Bluffing:1023,sergi_,8,2021-01-22 19:53:57.179,null,Creepy Freaks,null
Number:1098,normalUser,Miniatures:1047,wampiwor,8,2021-01-22 19:26:30.624,null,D.B.R. Army List 1,null
Economic:1021,normalUser,Number:1098,dicesports,8,2021-01-22 19:46:23.682,null,D-Iced,null
Wargame:1019,influencer,Collectible Components:1044,mtu10s,8,2021-01-22 19:47:22.985,null,Create Your Warangel: Spartans and Persians,null
Animals:1089,normalUser,Spies/Secret Agents:1081,duonganita1310,8,2021-01-22 19:24:31.816,null,Crazy Time,null
Medical:2145,normalUser,Ancient:1050,knitknutter,8,2021-01-22 19:56:24.647,null,D&D Spielleiter - Set,null
Miniatures:1047,influencer,Napoleonic:1051,hermanitor,8,2021-01-22 20:00:30.677,null,Crazy Cat - Wilde Jagd,null
Miniatures:1047,normalUser,World War II: 1049,pompom8,8,2021-01-22 19:22:54.638,null,Crazy Bomb Junior,null
World War II: 1049,normalUser,Animals:1089,minori,8,2021-01-22 19:47:21.913,null,Crash Canyon,null
Zombies:2481,normalUser,Dice:1017,hotermaltes,8,2021-01-22 19:32:40.767,null,Cranium Zigity,null
Bluffing:1023,normalUser,Exploration:1020,amik,8,2021-01-22 19:42:17.053,null,Cranium Booster Box 2,null
Wargame:1019,normalUser,Fantasy:1010,fossapas,8,2021-01-22 19:54:09.666,null,Cranium Booster Box 1,null
Fighting:1046,influencer,Travel:1097,nkgruss,8,2021-01-22 19:53:04.637,null,Cousin Jonathan,null
Racing:1031,normalUser,Educational:1094,shacky22,8,2021-01-22 19:59:08.555,null,Countdown!,null
Bluffing:1023,influencer,Territory Building:1086,versaglobe,8,2021-01-22 19:43:34.925,null,Cosmic Run Envoy Expansion,null
Fighting:1046,normalUser,Card Game:1002,pxxlz,8,2021-01-22 19:36:16.433,null,Cosmic Encounter: Expansion Kit 8,null
Print & Play:1120,normalUser,Abstact Strategy:1009,zielok,8,2021-01-22 19:33:58.877,null,Cosmic Encounter: Expansion Kit 6,null
Ancient:1050,influencer,Murder/Mystery:1040,djaisin,8,2021-01-22 19:37:32.362,null,Expeditionen - Ins Herz der Finsternis,null
Miniatures:1047,normalUser,Dice:1017,shiny76,8,2021-01-22 20:01:40.475,null,Expanse,null
Science Fiction:1016,normalUser,Card Game:1002,tomassio,8,2021-01-22 19:59:02.294,null,Exoplan,null
Number:1098,normalUser,Deduction:1039,sprd,8,2021-01-22 19:26:11.719,null,Corsairs,null
Movies/TV/Radio Theme:1064,normalUser,Wargame:1019,regislive,8,2021-01-22 19:39:57.756,null,Exit: Die Känguru-Eskapaden,null
Medical:2145,normalUser,Miniatures:1047,pruidze,8,2021-01-22 19:45:54.15,null,Corrida Presidencial,null
Exploration:1020,normalUser,Adventure:1022,fd22,8,2021-01-22 19:23:33.94,null,Corporate Shadows,null
Murder/Mystery:1040,normalUser,Exploration:1020,shadodeon,8,2021-01-22 19:57:35.956,null,Cooks Tours: European Travel Game,null
Bluffing:1023,normalUser,Party Game:1030,zfundamental,8,2021-01-22 19:50:21.977,null,Europa 1912,null
Bluffing:1023,influencer,Puzzle:1028,dadacan89,8,2021-01-22 19:41:02.804,null,Constellation The Space Race Game,null
Movies/TV/Radio Theme:1064,normalUser,Economic:1021,jasper1969,8,2021-01-22 19:46:28.867,null,Consentration,null
Murder/Mystery:1040,influencer,Ancient:1050,zafk,8,2021-01-22 19:27:42.386,null,Conquistando os Planetas,null
Collectible Components:1044,normalUser,Trains:1034,siq_andressa,8,2021-01-22 19:56:31.799,null,Conquest of Speros,null
Medical:2145,normalUser,Party Game:1030,xvectron,8,2021-01-22 19:22:40.79,null,Esploriano il Fondo del Mare,null
Action/Dexterity:1032,influencer,Ancient:1050,p4n9,8,2021-01-22 19:54:58.888,null,Eselspiel,null
Word-game:1025,normalUser,Fantasy:1010,dongsuk kim,8,2021-01-22 19:27:07.968,null,Esel komm geschwind,null
Book:1117,normalUser,Transportation:1011,jojirawks,8,2021-01-22 19:35:00.055,null,Escape: Zombie City Expansion 1 The Survivor Chronicles,null
Deduction:1039,normalUser,Movies/TV/Radio Theme:1064,zummolo,8,2021-01-22 19:47:50.371,null,Escape – Promo 2: Doomed,null
Adventure:1022,normalUser,Spies/Secret Agents:1081,tiofe,8,2021-01-22 19:25:25.302,null,Connect Capture,null
Dice:1017,normalUser,Territory Building:1086,benthor,8,2021-01-22 19:36:43.551,null,Escape Room: Space Station,null
Negotiation:1026,normalUser,Ancient:1050,leviray01,8,2021-01-22 19:28:57.129,null,Escape Room In A Box: The Werewolf Experiment,null
Modern Warfare:1069,normalUser,Memory:1045,germantodd,8,2021-01-22 19:36:53.083,null,Escape Room,null
Action/Dexterity:1032,influencer,Novel-Based:1093,az_sunsets73,8,2021-01-22 19:59:49.003,null,Confederate Rails,null
Abstact Strategy:1009,normalUser,Exploration:1020,writtenindork,8,2021-01-22 19:47:45.176,null,Coney Island,null
Medieval:1035,normalUser,Sports:1038,bordgejmfrik,8,2021-01-22 19:39:16.89,null,Concerto Grosso,null
Abstact Strategy:1009,normalUser,Video Game Theme:1101,dannenfels,8,2021-01-22 19:54:56.868,null,Es war einmal ... der Mensch,null
Bluffing:1023,normalUser,Travel:1097,bumblebee85,8,2021-01-22 19:29:18.559,null,Erwischt,null
Transportation:1011,normalUser,Miniatures:1047,54245,8,2021-01-22 19:28:26.801,null,Conan RPG - Atlantean Edition,null
Modern Warfare:1069,normalUser,Puzzle:1028,strategies gamer,8,2021-01-22 19:50:45.334,null,CONAN - Moon of Blood,null
Economic:1021,normalUser,Miniatures:1047,kolina,8,2021-01-22 19:44:51.077,null,Comuni,null
Novel-Based:1093,normalUser,Bluffing:1023,leleouras,8,2021-01-22 19:37:24.39,null,Erbsenzählen,null
Abstact Strategy:1009,normalUser,Murder/Mystery:1040,moramir_01,8,2021-01-22 20:02:05.491,null,Complete Brigadier,null
Book:1117,normalUser,Modern Warfare:1069,theunknowny,8,2021-01-22 20:03:31.461,null,Erben des Zorns,null
Movies/TV/Radio Theme:1064,influencer,Medieval:1035,patrickwroach,8,2021-01-22 19:54:32.69,null,Equilibrio,null
Spies/Secret Agents:1081,normalUser,Animals:1089,j_ross,8,2021-01-22 19:41:23.617,null,Compact Sorcerer,null
Medieval:1035,influencer,Napoleonic:1051,jphuff9,8,2021-01-22 19:54:07.641,null,CoMotion: The Competitive Game of Communicative Gestures,null
Deduction:1039,normalUser,Wargame:1019,soondaeng,8,2021-01-22 19:34:34.717,null,Entdecke die Stadt,null
Party Game:1030,influencer,Territory Building:1086,bastif2001,8,2021-01-22 19:57:05.021,null,Coming Full Circle,null
Spies/Secret Agents:1081,normalUser,World War II: 1049,paganbruins,8,2021-01-22 19:49:11.724,null,Englisch 2,null
Transportation:1011,normalUser,Fighting:1046,vinniebrasco,8,2021-01-22 19:35:37.734,null,Endure the Stars,null
Action/Dexterity:1032,influencer,Science Fiction:1016,jonnyhweiss,8,2021-01-22 20:02:46.975,null,End of the Iron Dream,null
Dice:1017,influencer,Educational:1094,mperrando,8,2021-01-22 19:25:33.108,null,Columns,null
Abstact Strategy:1009,normalUser,Action/Dexterity:1032,nuffsaid67,8,2021-01-22 19:37:27.068,null,Employee of the Month,null
Real-time:1037,normalUser,Humor:1079,caladondexrane,8,2021-01-22 19:32:01.262,null,Columba: Officia,null
Animals:1089,influencer,Puzzle:1028,crazeguy,8,2021-01-22 19:23:01.137,null,Colovero,null
Zombies:2481,normalUser,Number:1098,scottywhite,8,2021-01-22 19:47:59.816,null,Coloretto – 10 Jahre Jubiläumsausgabe,null
Spies/Secret Agents:1081,normalUser,Racing:1031,timerast,8,2021-01-22 19:25:18.04,null,Emmi,null
