name,admin,description,category2,name-2,category1
Quelli di sempre,emiller31},no description,Children's Game:1041,Hush!,Animals:1089
Quelli di sempre,bazan999},no description,Sports:1038,Sport Teasers,Dice:1017
Quelli di sempre,aschertz},no description,Collectible Components:1044,Marblix,Action / Dexterity:1032
Quelli di sempre,caseyward},no description,Miniatures:1047,Batailles de L'Ancien Regime 1740-1763,Age of Reason:2726
Bel gruppo,clafi,no description,Fantasy:1010,Monster Quest,Adventure:1022
Gli sfollati,russellalbert,no description,Comic Book / Strip:1116,Titeuf Le Jeu,Action / Dexterity:1032
Pisammare,majuskel,no description,Educational:1094,The Productivity Management Game,Economic:1021
Quelli di sempre,neulk},no description,Racing:1031,Dandy Candy Game,Children's Game:1041
Gli sfollati,tobius the beard,no description,Wargame:1019,Freedom or Death,Miniatures:1047
Bel gruppo,martijnbrt,no description,Sports:1038,Kiddi-Golf,Action / Dexterity:1032
Cimone 2k16,explodent,no description,null,Girocolor,Puzzle:1028
Bel gruppo,epikcreations,no description,null,Seven Families,Card Game:1002
Gli sfollati,sociallubricant,no description,Educational:1094,Xaga: Das Stadtspiel,City Building:1029
Gli sfollati,le platte studios,no description,Print & Play:1120,Charge at the Alamo,Fighting:1046
Gli sfollati,chimneyrockinc,no description,null,Step by Step,Card Game:1002
Quelli di sempre,amattoso},no description,Negotiation:1026,Monopoly: Super Bowl XXXII,Economic:1021
Bel gruppo,jsb172135,no description,Miniatures:1047,Dark Age Infantry Slog,Medieval:1035
Gli sfollati,dragono,no description,Miniatures:1047,Parasite!,Fighting:1046
Bel gruppo,toulipa,no description,Fighting:1046,Run the Guns,American Civil War:1048
Pisammare,tronin,no description,Miniatures:1047,Cavalier & Roundhead,Fighting:1046
Gli sfollati,atilaks,no description,Miniatures:1047,Landsknecht & Reiter,Fighting:1046
Gli sfollati,sengirato,no description,Print & Play:1120,Vectis,Napoleonic:1051
Pisammare,silcabad,no description,null,Granopoly,Economic:1021
Gli sfollati,hms_indefatigable,no description,Miniatures:1047,Microwars V-1.0,Adventure:1022
Pisammare,mydrynn,no description,Memory:1045,Shrek 3-D Memory Match-Up,Children's Game:1041
Gli sfollati,listit,no description,Fighting:1046,Super Force Seven,Comic Book / Strip:1116
Cimone 2k16,jptothec,no description,Medieval:1035,Carcassonne Big Box,City Building:1029
Gli sfollati,luckyj,no description,null,Gemblo Red Stone,Abstract Strategy:1009
Bel gruppo,mili40k,no description,Novel-based:1093,Gregs Tagebuch: 10 Sekunden Balla Balla,Action / Dexterity:1032
Cimone 2k16,pinklimabeans,no description,null,I should have known that!,Trivia:1027
Cimone 2k16,dmdupree,no description,Wargame:1019,World War II: Tank Combat,Miniatures:1047
Pisammare,mist064,no description,null,Discover Iowa,Educational:1094
Bel gruppo,carbunicle,no description,null,Lazo,Abstract Strategy:1009
Bel gruppo,srmoore,no description,Card Game:1002,Fields of Battle: Primitive Combat,Abstract Strategy:1009
Cimone 2k16,naptown jim,no description,Wargame:1019,Remagen 1945,Print & Play:1120
Quelli di sempre,playtaenschen73,no description,World War II:1049,Pacific 1942 Admiral,Wargame:1019
Bel gruppo,mpruchniewicz,no description,Fighting:1046,Deer Hunter 2050,Animals:1089
Quelli di sempre,scifi66},no description,Horror:1024,Zombie Attack,Exploration:1020
Quelli di sempre,the_great_old_bgamer,no description,Mature / Adult:1118,The Chat-Up Board Game,Collectible Components:1044
Quelli di sempre,awi92},no description,Party Game:1030,Nightmare Before Christmas Party Game,Movies / TV / Radio theme:1064
Quelli di sempre,crafties},no description,Sports:1038,Snipkick,Action / Dexterity:1032
Quelli di sempre,durstan},no description,Movies / TV / Radio theme:1064,Die drei ???: Das Geheimnis der Geisterinsel,Adventure:1022
Cimone 2k16,geo_bsi,no description,Wargame:1019,Williamsburg 1862,American Civil War:1048
Cimone 2k16,julius r,no description,Children's Game:1041,Monkey Madness,Action / Dexterity:1032
Gli sfollati,ecobot3001,no description,Word Game:1025,Wordbattle,Dice:1017
Gli sfollati,nyrina,no description,Economic:1021,"Rich Man, Poor Man, Beggarman, Thief",Dice:1017
Pisammare,hikerhistorian,no description,Fighting:1046,Plasma Duel,Action / Dexterity:1032
Cimone 2k16,gofightpow,no description,Wargame:1019,Wallace's War,Medieval:1035
Quelli di sempre,phillier937},no description,null,"Cuckoo, A Society Game",Card Game:1002
Bel gruppo,danfriesen,no description,Novel-based:1093,Princess & The Pea,Children's Game:1041
Bel gruppo,real_sunbro,no description,null,En-Ar-Co Automobile Tour,Racing:1031
Pisammare,pkmuenster,no description,null,Fast Car,Racing:1031
Cimone 2k16,archiekoi,no description,null,Gee Wiz Racing Game,Racing:1031
Gli sfollati,kitsumekajime,no description,Educational:1094,Hexapawn,Abstract Strategy:1009
Pisammare,adhicipta,no description,null,Business India,Economic:1021
Quelli di sempre,ripwil},no description,null,Den ofrivillige spelaren,Economic:1021
Gli sfollati,virpye,no description,null,Femetta,Card Game:1002
Gli sfollati,sebaq14,no description,null,Grand Slam,Card Game:1002
Cimone 2k16,mickrig_schwarz,no description,Political:1001,Le Lys et la Cocarde,Napoleonic:1051
Pisammare,ptysiu,no description,Collectible Components:1044,Thorgal Kolekcjonerska Gra Karciana,Card Game:1002
Bel gruppo,mdwoolls,no description,null,Home Team Baseball Game,Sports:1038
Quelli di sempre,s4v10rx},no description,null,Start Business,Economic:1021
Bel gruppo,torquatus b,no description,null,Drop-Xianqi,Abstract Strategy:1009
Gli sfollati,squirepug,no description,Novel-based:1093,The Little Engine That Could,Educational:1094
Cimone 2k16,janus89,no description,Science Fiction:1016,Legends of Time and Space: Oasis,Adventure:1022
Pisammare,cmcriswell,no description,Humor:1079,"Who, What, Where?",Deduction:1039
Gli sfollati,monk21,no description,Racing:1031,Tri-Chinese Checkers,Abstract Strategy:1009
Quelli di sempre,septembre},no description,Negotiation:1026,NBAopoly,Economic:1021
Pisammare,naporreon,no description,null,Fire Storm in Adlore Valley,Print & Play:1120
Gli sfollati,bshotton,no description,Print & Play:1120,Island Embassy,Political:1001
Quelli di sempre,jprambs},no description,null,Mein erstes Naturspiel: Woher kommt mein Essen?,Educational:1094
Bel gruppo,pilot5786,no description,Children's Game:1041,Skate Cat,Action / Dexterity:1032
Cimone 2k16,soldag,no description,Children's Game:1041,Garten Kunterbunt,Action / Dexterity:1032
Cimone 2k16,abhorash_chile,no description,Educational:1094,Bursa,Economic:1021
Gli sfollati,graveyardgreg,no description,Movies / TV / Radio theme:1064,Monopoly: Planet Earth,Economic:1021
Bel gruppo,deroeckj,no description,Wargame:1019,"Look, Sarge, No Charts: WWII – Innovative Rules for Battalion-Level World War Two Miniatures Gaming",Miniatures:1047
Cimone 2k16,bambicat,no description,Nautical:1008,Epic Naval Battles,Miniatures:1047
Pisammare,bowtruckleliz,no description,Napoleonic:1051,Uncle Duke's Napoleonette,Miniatures:1047
Cimone 2k16,kunonin,no description,Miniatures:1047,John Company and the Conquest of India,Book:1117
Cimone 2k16,pavtip,no description,Nautical:1008,Boilers and Breechloaders,Miniatures:1047
Bel gruppo,andylc13,no description,Napoleonic:1051,Once Upon a Time in the Western Peninsula,Miniatures:1047
Quelli di sempre,polomease},no description,Book:1117,General de Brigade: Guns at Gettysburg,American Civil War:1048
Gli sfollati,hasnak,no description,null,TOP GEAR: The Car's The Star,Movies / TV / Radio theme:1064
Bel gruppo,joe_monk,no description,null,Open Season,Sports:1038
Pisammare,cruyl,no description,Dice:1017,Liskosafari,Animals:1089
Quelli di sempre,link7778},no description,null,Kaktus,null
Gli sfollati,bayescrusader,no description,Math:1104,Bafel,Abstract Strategy:1009
Quelli di sempre,ket0514},no description,Card Game:1002,Thunderbolt,Aviation / Flight:2650
Cimone 2k16,alex420,no description,World War I:1065,Sopwith,Dice:1017
Cimone 2k16,dvgagz99,no description,Environmental:1084,Nice Weather,Economic:1021
Gli sfollati,napsyd,no description,Movies / TV / Radio theme:1064,To Boldly Go,Card Game:1002
Gli sfollati,mrbrugat,no description,World War II:1049,Stalingrad 1942-43,Wargame:1019
Gli sfollati,i3ullseye,no description,Modern Warfare:1069,Protecting the Skies,Aviation / Flight:2650
Pisammare,particle games,no description,Medieval:1035,Invasions of the Horse People,Card Game:1002
Bel gruppo,jester75,no description,Card Game:1002,Warring States Period,Ancient:1050
Quelli di sempre,schmatzy},no description,Modern Warfare:1069,Iran-Iraq War,Card Game:1002
Pisammare,kkops,no description,Comic Book / Strip:1116,Wonder Woman,Card Game:1002
Bel gruppo,tegs,no description,Fighting:1046,Jedi Warp Duel,Card Game:1002
Gli sfollati,jbeighel,no description,Science Fiction:1016,Mobile Infantry,Print & Play:1120
Cimone 2k16,dboy2330,no description,Print & Play:1120,Kill Rasputin,Card Game:1002
Cimone 2k16,dennisthebadger,no description,Print & Play:1120,"Tron, The Card Game",Movies / TV / Radio theme:1064
Bel gruppo,discospider,no description,Science Fiction:1016,Mad Scientists,Fighting:1046
Cimone 2k16,kinsoul studio,no description,Movies / TV / Radio theme:1064,Rockets & Rayguns Strategic,Comic Book / Strip:1116
Pisammare,panosraul,no description,Movies / TV / Radio theme:1064,Hong Kong Phooey,Card Game:1002
Gli sfollati,vihkr,no description,Movies / TV / Radio theme:1064,Rockets & Rayguns Operational,Comic Book / Strip:1116
Bel gruppo,kiergon,no description,City Building:1029,Miami Beach,Card Game:1002
Cimone 2k16,piru,no description,Comic Book / Strip:1116,Kill Gwen Stacy,Card Game:1002
Pisammare,eldergames,no description,Print & Play:1120,My City,City Building:1029
Gli sfollati,briguy7727,no description,null,Piratical,Pirates:1090
Cimone 2k16,sukuchi,no description,Napoleonic:1051,Master & Commander,Fighting:1046
Gli sfollati,mindspike,no description,Prehistoric:1036,Neolithic Traders,Card Game:1002
Bel gruppo,aiolia,no description,Fantasy:1010,Pixie Wars,Card Game:1002
Quelli di sempre,nightmarus},no description,Economic:1021,Traveler Traders,Card Game:1002
Quelli di sempre,oxgoth},no description,Pirates:1090,Quest for the Pirate Chest,Nautical:1008
Cimone 2k16,lvampa,no description,Dice:1017,Super Dice,Comic Book / Strip:1116
Gli sfollati,tomq04,no description,Industry / Manufacturing:1088,Santa's Workshop,Card Game:1002
Gli sfollati,need4den,no description,Fantasy:1010,Warp Hammer,Card Game:1002
Quelli di sempre,jkempfert},no description,Science Fiction:1016,Space Swarm,Fighting:1046
Pisammare,giuliomaffei90,no description,Nautical:1008,Wolf Pack,Card Game:1002
Bel gruppo,marcel1986,no description,Print & Play:1120,Victory at Stalingrad,Card Game:1002
Cimone 2k16,pinetree,no description,Fighting:1046,Kings of Hyboria,Fantasy:1010
Gli sfollati,avalon30a16,no description,Fantasy:1010,Twelve Brothers,Card Game:1002
Gli sfollati,leithwalton,no description,Economic:1021,Knights & Castles,Card Game:1002
Gli sfollati,ambrose_grey,no description,Fighting:1046,Kung Fusion,Card Game:1002
Quelli di sempre,pedrosnow},no description,Nautical:1008,Naval Engagement,Card Game:1002
Gli sfollati,mickydude16,no description,Fighting:1046,Ready Aim Fire,Card Game:1002
Gli sfollati,king napoleon,no description,Comic Book / Strip:1116,Magic Knight Rayearth,Card Game:1002
Quelli di sempre,cooper1977},no description,Fantasy:1010,Harry Potters First Year Adventure,Children's Game:1041
Cimone 2k16,thedarkshine,no description,Nautical:1008,Micronauts: The Game,Miniatures:1047
Cimone 2k16,leluckyvint,no description,null,Portland-Cityopoly,Economic:1021
Quelli di sempre,minze1981},no description,null,Salem's All-American Street Game,Maze:1059
Pisammare,tenchizard,no description,Novel-based:1093,Hitchhiker's Quest for the Galaxy,Movies / TV / Radio theme:1064
Quelli di sempre,superjoluoshi},no description,Fantasy:1010,Heroes & Hordes II,Card Game:1002
Bel gruppo,ronniesong0809,no description,Fantasy:1010,Heroes & Hordes,Card Game:1002
Gli sfollati,bananabattle,no description,Wargame:1019,Imperial Ambitions,Science Fiction:1016
Pisammare,moggerdude,no description,null,Black Metal: The Board Game,Religious:1115
Gli sfollati,tofuburrito,no description,Party Game:1030,Infected,Action / Dexterity:1032
Bel gruppo,pecazp,no description,Trivia:1027,C'est la vie!,Educational:1094
Quelli di sempre,bigbenfulham},no description,Modern Warfare:1069,Pacification of the Middle East,Card Game:1002
Quelli di sempre,willywilly},no description,World War II:1049,Pearl Harbor,Card Game:1002
Cimone 2k16,krsnaji,no description,Fighting:1046,Pomerium,Ancient:1050
Cimone 2k16,jamesmcm84,no description,Card Game:1002,Remember the Alamo,American West:1055
Pisammare,jamit42,no description,Trivia:1027,Familje Geni,Dice:1017
Cimone 2k16,ph0n1k,no description,null,Maxi Tam,Action / Dexterity:1032
Quelli di sempre,datshuki},no description,null,Go Foot,Action / Dexterity:1032
Quelli di sempre,andrelsco},no description,null,Pass Ferme,Action / Dexterity:1032
Pisammare,clhampton,no description,Economic:1021,Mobsters,Card Game:1002
Pisammare,fa1ataka,no description,Transportation:1011,Moskito Coast,Economic:1021
Bel gruppo,alisonn,no description,null,Big Fat Lies,Trivia:1027
Cimone 2k16,dylpickle,no description,Fighting:1046,Napoleonic Solitaire,Card Game:1002
Cimone 2k16,3 nails,no description,Movies / TV / Radio theme:1064,Noir,Card Game:1002
Quelli di sempre,sci_karate},no description,Trivia:1027,"Cuéntame cómo pasó, Trivia",Party Game:1030
Pisammare,cobaltkatdrone,no description,null,Karé Dément,Abstract Strategy:1009
Cimone 2k16,leumas23,no description,Fantasy:1010,Ring War,Card Game:1002
Quelli di sempre,dayvancowboy},no description,Fighting:1046,Privateers,Card Game:1002
Pisammare,reggie74,no description,City Building:1029,Cell,Card Game:1002
Bel gruppo,shiggy,no description,Word Game:1025,Zoom! in on French,Educational:1094
Cimone 2k16,petwrangler,no description,null,Playoff Tennis,Sports:1038
Cimone 2k16,pitbullover138,no description,Children's Game:1041,Het Babbelpadden-picknick-puzzel spel,Animals:1089
Pisammare,cprops,no description,Horror:1024,The Amazing Science Fiction and Horror Trivia Game,Fantasy:1010
Quelli di sempre,izenmania},no description,null,Innervision,Trivia:1027
Quelli di sempre,superoxide09},no description,Science Fiction:1016,Unbreakable,Print & Play:1120
Cimone 2k16,malakite,no description,Print & Play:1120,Launch Fighters!,Aviation / Flight:2650
Quelli di sempre,jacer},no description,Card Game:1002,Yucky Stuff card game,Bluffing:1023
Pisammare,mrgustav,no description,Trivia:1027,Ripley's Believe It or Not! Did You Know? Quiz Cards,Card Game:1002
Cimone 2k16,bone4lyf,no description,Racing:1031,JUMP,Card Game:1002
Bel gruppo,arutgers03,no description,Wargame:1019,Fire Away,Print & Play:1120
Gli sfollati,qwerm,no description,Science Fiction:1016,MAreenz,Print & Play:1120
Bel gruppo,sombrero,no description,null,Nova Glory,Science Fiction:1016
Quelli di sempre,vragusiv},no description,Wargame:1019,"La Bataille de la Bouteille, Champagne 1915",Print & Play:1120
Cimone 2k16,denismm,no description,null,Tempo,Card Game:1002
Quelli di sempre,scampi007},no description,Sports:1038,DICE Baseball,Dice:1017
Bel gruppo,legomissileman1,no description,Print & Play:1120,GEO,Abstract Strategy:1009
Quelli di sempre,davob},no description,null,Lex-O-Grams,Word Game:1025
Pisammare,harmonious,no description,Dice:1017,Hanga-Tanga,Abstract Strategy:1009
Gli sfollati,disco_stu,no description,null,How Not To Be Seen,Dice:1017
Bel gruppo,awhitson,no description,Wargame:1019,Sinyavino 1942,Print & Play:1120
Cimone 2k16,ssalko2,no description,null,Yami,Card Game:1002
Pisammare,thehacker4711,no description,null,Gargoyles the Movie Game,Fantasy:1010
Bel gruppo,jmadel24,no description,Miniatures:1047,Warcosm,Dice:1017
Cimone 2k16,thunderinggiraffe,no description,Renaissance:1070,Bitwa na Morzu Wiatrów,Nautical:1008
Quelli di sempre,necio},no description,Sports:1038,Super Heat Surf Card Game,Card Game:1002
Pisammare,supertimor33,no description,Children's Game:1041,Dig & Play Treasure Island,Action / Dexterity:1032
Gli sfollati,nikolascc,no description,Memory:1045,Zahlen Ritter: Spiel um Burgen und Punkte,Medieval:1035
Gli sfollati,davidstevens,no description,null,Tetrade,Abstract Strategy:1009
Cimone 2k16,plutornox,no description,null,Quarks,Abstract Strategy:1009
Pisammare,malakai1234,no description,null,Sixon,Abstract Strategy:1009
Cimone 2k16,kry73,no description,null,Triade,Abstract Strategy:1009
Cimone 2k16,rosekurt,no description,null,Het Finlandspel,Travel:1097
Bel gruppo,aunt kath,no description,Trivia:1027,Het Groot Van Dale Spel der Nederlandse Taal,Educational:1094
Gli sfollati,juggernautj,no description,null,Jok-Lob,Sports:1038
Quelli di sempre,sunsplitter},no description,Trivia:1027,Smart Girls Trivia,Card Game:1002
Gli sfollati,curlybrosgames,no description,Print & Play:1120,Great War at Sea: U.S. Navy Plan Crimson,Nautical:1008
Quelli di sempre,dariusiv},no description,Modern Warfare:1069,Ambush Z: An Ambush Alley Stand-Alone Game,Miniatures:1047
Gli sfollati,peteer,no description,null,QUEST for the Wish-fulfulling Gems,Educational:1094
Bel gruppo,joaosilv,no description,Children's Game:1041,Spunky Monkeys Game,Animals:1089
Gli sfollati,neogenesisx,no description,null,Melt,Abstract Strategy:1009
Bel gruppo,adrienned1,no description,Number:1098,Up & add'em!,Abstract Strategy:1009
Cimone 2k16,snapboing03,no description,Number:1098,Familys,Card Game:1002
Gli sfollati,wolfpunk,no description,Party Game:1030,Lónegan,Bluffing:1023
Bel gruppo,devlin69,no description,null,Vegas Vacation,Travel:1097
Pisammare,amnaroth,no description,Racing:1031,Speed Rally,Miniatures:1047
Pisammare,rrousey,no description,Negotiation:1026,Monopoly: Sephora,Economic:1021
Cimone 2k16,durstan,no description,Fantasy:1010,Łubudu Goblinowo,Card Game:1002
Pisammare,reinwood99,no description,Wargame:1019,Gladiators of Rome,Ancient:1050
Pisammare,patrickstockton,no description,Farming:1013,Medieval Manor,City Building:1029
Cimone 2k16,amattoso,no description,null,The Great Potlatch,Card Game:1002
Pisammare,pacgames,no description,null,Full On World Soccer,Sports:1038
Cimone 2k16,freekvd,no description,Humor:1079,Python-opoly,Economic:1021
Gli sfollati,herodian,no description,null,Barn-geni!,Trivia:1027
Gli sfollati,rajonrondo9,no description,Memory:1045,Bamse Kvartettspel,Card Game:1002
Cimone 2k16,hoplomaco,no description,null,Mini eller maxi,Party Game:1030
Quelli di sempre,lxnomadxl},no description,null,Ski Sprung Spiel,Sports:1038
Pisammare,devtripp,no description,null,Chancellors,Card Game:1002
Pisammare,derdrach,no description,null,Jerusalem,null
Cimone 2k16,mrmike555,no description,null,Wedlock,Abstract Strategy:1009
Quelli di sempre,beantakeshi},no description,Card Game:1002,Wyoming Cowboy,American West:1055
Quelli di sempre,voazpro},no description,Racing:1031,Kopf an Kopf,Card Game:1002
Gli sfollati,regpeepsgaming,no description,null,Spartacus: The Game,Ancient:1050
Gli sfollati,serendark,no description,Book:1117,Hardtack: American Civil War Rules,American Civil War:1048
Gli sfollati,traderges,no description,Educational:1094,Conhecendo a Bíblia,Ancient:1050
Bel gruppo,casperwa,no description,Ancient:1050,Campaign In A Day,Abstract Strategy:1009
Bel gruppo,nobigdeal,no description,Collectible Components:1044,Monster Allergy Trading Card Game,Card Game:1002
Gli sfollati,jyashar,no description,null,Letter,Word Game:1025
Quelli di sempre,kebbne},no description,Card Game:1002,Luckie Strike,Action / Dexterity:1032
Pisammare,chaumeil,no description,null,The Cat in the Sack,Action / Dexterity:1032
Gli sfollati,laynelarson,no description,Sports:1038,Mel Allen's Baseball Game,Electronic:1072
Pisammare,piquetone,no description,Sports:1038,WWF Superstars Card Game,Card Game:1002
Quelli di sempre,morzath},no description,Card Game:1002,Fair Shake,Bluffing:1023
Cimone 2k16,dylasaurus,no description,Travel:1097,Trail of 98,Card Game:1002
Quelli di sempre,life_tho},no description,null,LOOKEE,Word Game:1025
Pisammare,ghoulunatic,no description,Sports:1038,Reed's Game of Base Ball,Action / Dexterity:1032
Gli sfollati,pfarao,no description,Educational:1094,Fourthought,Abstract Strategy:1009
Bel gruppo,jdoublep,no description,Humor:1079,Klapse,Dice:1017
Gli sfollati,zzlothzz,no description,Sports:1038,Volley,Action / Dexterity:1032
Gli sfollati,emk6155,no description,null,Freddy Frog,Children's Game:1041
Quelli di sempre,mmaccg},no description,Memory:1045,Pearl Fisher,Abstract Strategy:1009
Pisammare,praetoriam,no description,null,Lahemay waladat,Abstract Strategy:1009
Cimone 2k16,iamdroid,no description,null,Lamlameta,Abstract Strategy:1009
Cimone 2k16,classicvillan,no description,null,Layli goobalay,Abstract Strategy:1009
Quelli di sempre,wobbles},no description,null,Luuth,Abstract Strategy:1009
Cimone 2k16,sebastianmyers,no description,null,Mandoli,Abstract Strategy:1009
Quelli di sempre,shadowkilleruy},no description,null,Mangala,Abstract Strategy:1009
Gli sfollati,dinos,no description,Fantasy:1010,DracoKrak Chess,Abstract Strategy:1009
Pisammare,pulsarevent,no description,Educational:1094,Zigoto,Card Game:1002
Bel gruppo,drfatso,no description,null,The Modern Orchestra Game,Card Game:1002
Bel gruppo,whidbey ghoul,no description,Music:1054,High School Musical 3 CD Board Game,Movies / TV / Radio theme:1064
Quelli di sempre,jbricker},no description,Fantasy:1010,Fairy-opoly,Children's Game:1041
Quelli di sempre,animsparrow},no description,null,Fairy Finds Game,Fantasy:1010
Gli sfollati,ludomc,no description,Mature / Adult:1118,Summer Heights High,Humor:1079
Gli sfollati,whiteknight2015,no description,Dice:1017,Ombagassische Würfelmagie,Abstract Strategy:1009
Pisammare,bowserx,no description,Word Game:1025,Små kloka barn på bokstavsjakt,Children's Game:1041
Pisammare,domin2111,no description,Environmental:1084,Sulawesi,Economic:1021
Quelli di sempre,nexxusdrako},no description,null,Jet Set,Card Game:1002
Pisammare,benofx,no description,World War II:1049,Paul Koenig's D-Day: The British Beaches,Wargame:1019
Quelli di sempre,spinningturtle},no description,Animals:1089,American Kennel Club DVD Board Game,Action / Dexterity:1032
Cimone 2k16,stackey83,no description,Movies / TV / Radio theme:1064,Scene It? To Go!: 80s Music,Electronic:1072
Pisammare,thewoodworkinggamer,no description,World War II:1049,Dogfight @ Alam Halfa,Wargame:1019
Gli sfollati,rebuscarnival,no description,null,Gufuushogi,Abstract Strategy:1009
Gli sfollati,ferna_j5,no description,Murder/Mystery:1040,Murder Mystery Evening: The Curse of the Mummy,Deduction:1039
Gli sfollati,matt1990,no description,Murder/Mystery:1040,Murder Mystery Evening: Dead on Time,Deduction:1039
Bel gruppo,europearound,no description,Murder/Mystery:1040,Murder Mystery Evening: The Shotgun Affair,Deduction:1039
Bel gruppo,mpetermax,no description,null,Amoeba,Abstract Strategy:1009
Gli sfollati,rogue1483,no description,City Building:1029,Zbuduj swój Kaczogród,Card Game:1002
Cimone 2k16,ghwhite,no description,null,Glich,null
Cimone 2k16,cheptry,no description,Fantasy:1010,Dueling Runes,Card Game:1002
Pisammare,koufax75,no description,null,Have A Word,Word Game:1025
Pisammare,robber baron,no description,Fantasy:1010,Fifth Challenge,Card Game:1002
Quelli di sempre,voynar},no description,Trivia:1027,Illico Presto,Party Game:1030
Cimone 2k16,henryhiggins,no description,Children's Game:1041,Toboggan,Action / Dexterity:1032
Quelli di sempre,the_talent},no description,Dice:1017,Hexenkraut und Spinnenbein,Children's Game:1041
Bel gruppo,milha,no description,null,Shadrack,Abstract Strategy:1009
Gli sfollati,fightorcusfight,no description,Print & Play:1120,Mecha Duel,Card Game:1002
Gli sfollati,atharon,no description,Print & Play:1120,The Glory that Was Vol. I: Greece. Episode I – Tanagra,Ancient:1050
Quelli di sempre,recivs},no description,Print & Play:1120,The Glory that Was Vol. I: Greece. Episode II – Cadmea,Ancient:1050
Quelli di sempre,jeff_78},no description,Print & Play:1120,The Siege of Alesia,Ancient:1050
Quelli di sempre,nimluen},no description,Print & Play:1120,Historia Romana,Ancient:1050
Quelli di sempre,salpikaespuma},no description,Dice:1017,Chain Reaction 3.0: Swordplay,Ancient:1050
Bel gruppo,littlemissrachel,no description,Children's Game:1041,Matk Loomariigis,Animals:1089
Bel gruppo,ejboston,no description,null,Knock Out,Sports:1038
Quelli di sempre,thea farrell},no description,Deduction:1039,De Onde as coisas vem,Children's Game:1041
Quelli di sempre,djmo},no description,null,Diplomats,Abstract Strategy:1009
Gli sfollati,ninjaboston,no description,Educational:1094,VOLUNTEERS!,Economic:1021
Gli sfollati,bloodmillimboold,no description,Dice:1017,4th Street Hockey,Card Game:1002
Gli sfollati,latafrakt,no description,null,Rat on the Road,Movies / TV / Radio theme:1064
Quelli di sempre,roadkiller1},no description,Movies / TV / Radio theme:1064,King Leonardo Bongo Race,Children's Game:1041
Bel gruppo,anouschnei,no description,Trivia:1027,Tira-Teima,Sports:1038
Pisammare,dbailey1564,no description,null,Life of the Party,Humor:1079
Cimone 2k16,buggsy,no description,Sports:1038,The Long Green,Racing:1031
Quelli di sempre,frank_avocado},no description,Political:1001,Louisiana Purchase,Card Game:1002
Gli sfollati,lipnymatek,no description,Space Exploration:1113,Lunar Landing Game,Children's Game:1041
Cimone 2k16,wicked griffin,no description,null,Mind over Matter,Humor:1079
Pisammare,myszak,no description,Transportation:1011,Ocean to Ocean Flight Game,Aviation / Flight:2650
Bel gruppo,wavyhill,no description,Sports:1038,"Ozark Ike's complete 3 game set: Baseball, Golf, Basketball",Children's Game:1041
Gli sfollati,syras,no description,Movies / TV / Radio theme:1064,Walt Disney's Pinocchio Game,Children's Game:1041
Quelli di sempre,daysofwonder1910,no description,Fighting:1046,Sahara Patrol,Children's Game:1041
Gli sfollati,druos,no description,null,Ultimate Spider-Man: Spiderman contra el mal,Comic Book / Strip:1116
Bel gruppo,tanavanderpal,no description,Educational:1094,Laura geht in die Schule,Children's Game:1041
Cimone 2k16,dropkick_daoc,no description,Trivia:1027,Meine liebsten Haustiere,Animals:1089
Cimone 2k16,f74n,no description,Party Game:1030,Sverige Frågespel Junior,Children's Game:1041
Quelli di sempre,jeliel},no description,Trivia:1027,Kitimat Adventures,Educational:1094
Bel gruppo,msw7c,no description,Novel-based:1093,Kleiner Rabe kennt die Wege,Children's Game:1041
Cimone 2k16,idontwanttopickaname,no description,Educational:1094,Kleiner Rabe hat Geburtstag,Children's Game:1041
Bel gruppo,cocotero,no description,Memory:1045,Kleiner Rabe als großer Pirat,Children's Game:1041
Pisammare,shift66,no description,Educational:1094,Kleiner Rabe kann das ABC,Children's Game:1041
Bel gruppo,mrn0mbre,no description,null,Gronewold Demolition,Industry / Manufacturing:1088
Gli sfollati,iklinck,no description,Dice:1017,Are You Not Entertained?,Ancient:1050
Bel gruppo,setehek,no description,Dice:1017,Familia Gladiatoria,Ancient:1050
Quelli di sempre,elliesophiehall},no description,Dice:1017,Glory in the Arena,Ancient:1050
Quelli di sempre,mcarta},no description,Print & Play:1120,Arena Magica,Fantasy:1010
Bel gruppo,countseven,no description,null,Bet Royal,Memory:1045
Gli sfollati,stellar_mass,no description,Humor:1079,Feathering Nests,Card Game:1002
Quelli di sempre,rubcar91},no description,Educational:1094,Funway Park,Children's Game:1041
Pisammare,christophercoutinho,no description,Fighting:1046,Herobits,Card Game:1002
Pisammare,angelg01,no description,null,Rundherum,Children's Game:1041
Cimone 2k16,freedomdriven,no description,null,Schatzjagd,null
Bel gruppo,jmbilyk,no description,null,Schloßgeheimnis,Children's Game:1041
Cimone 2k16,dreaddormammu,no description,Miniatures:1047,Song of Fur and Buttons,Fantasy:1010
Cimone 2k16,tgarr,no description,Educational:1094,Conduct Games,Children's Game:1041
Quelli di sempre,darthjerriko},no description,null,Happy Holiday,Children's Game:1041
Cimone 2k16,lachazzz,no description,null,Combat,Children's Game:1041
Cimone 2k16,burn_cast,no description,null,Sea Hunt,Children's Game:1041
Cimone 2k16,rustere,no description,null,Zoo,Children's Game:1041
Gli sfollati,kantel,no description,Print & Play:1120,Night Grain,Abstract Strategy:1009
Quelli di sempre,zoli11},no description,Trivia:1027,Wild Lapland Adventure Game,Travel:1097
