username,role,category1,category2
silky93,normalUser,Card Game:1002,Zombies:2481
robertl87,normalUser,Card Game:1002,Collectible Components:1044
cuban,normalUser,Fighting:1046,Medical:2145
xehutl,normalUser,Trains:1034,World War II: 1049
richardmn,normalUser,Exploration:1020,Educational:1094
soundsnaive,normalUser,World War II: 1049,Deduction:1039
debej,normalUser,Ancient:1050,Science Fiction:1016
naleener,normalUser,Napoleonic:1051,Collectible Components:1044
brathac,normalUser,Video Game Theme:1101,Medical:2145
canadax21,normalUser,Bluffing:1023,Zombies:2481
kaine82,normalUser,Negotiation:1026,Video Game Theme:1101
keithw,normalUser,Miniatures:1047,Adventure:1022
jjbestgamer,normalUser,Negotiation:1026,Ancient:1050
sgt snafu,normalUser,Wargame:1019,Medical:2145
picks7t,normalUser,Fighting:1046,Spies/Secret Agents:1081
teherlon,normalUser,Book:1117,Action/Dexterity:1032
affenpanther,normalUser,Zombies:2481,Ancient:1050
gmkeros,normalUser,Napoleonic:1051,Science Fiction:1016
cgschmit,normalUser,Puzzle:1028,Party Game:1030
johnokapi,normalUser,Book:1117,Fantasy:1010
acenelson2002,normalUser,Novel-Based:1093,Book:1117
twreuter,normalUser,Spies/Secret Agents:1081,Deduction:1039
semmons1954,normalUser,Miniatures:1047,Video Game Theme:1101
hajo_herlof,normalUser,Transportation:1011,Card Game:1002
cvillekc,normalUser,Educational:1094,Medical:2145
yohanlaunay,normalUser,Word-game:1025,Fighting:1046
christofer,normalUser,Puzzle:1028,Wargame:1019
r1omen,normalUser,Travel:1097,Dice:1017
tajniak,normalUser,Racing:1031,Book:1117
hazepl,normalUser,Book:1117,Miniatures:1047
meszka,normalUser,Exploration:1020,Dice:1017
friedmonkey,normalUser,Novel-Based:1093,Travel:1097
smurfted,normalUser,Ancient:1050,Humor:1079
bartg,normalUser,Puzzle:1028,Humor:1079
tomekk1410,normalUser,World War II: 1049,Fantasy:1010
kago,normalUser,Negotiation:1026,Humor:1079
dngnmstrss,normalUser,Animals:1089,Bluffing:1023
kaztan,normalUser,Novel-Based:1093,Action/Dexterity:1032
hiro57,normalUser,Movies/TV/Radio Theme:1064,Racing:1031
gameschooling101,normalUser,Animals:1089,Medical:2145
ktartandude,normalUser,Miniatures:1047,Adventure:1022
pmcountry,normalUser,Novel-Based:1093,Trains:1034
benzica,normalUser,Memory:1045,Adventure:1022
hauptmannfin,normalUser,Napoleonic:1051,Ancient:1050
hobbes_inc,normalUser,Humor:1079,Deduction:1039
talisinbear,normalUser,Print & Play:1120,Memory:1045
timw,normalUser,Real-time:1037,Number:1098
naemort,normalUser,Print & Play:1120,Abstact Strategy:1009
eman68,normalUser,Book:1117,Puzzle:1028
stickaricka,normalUser,Word-game:1025,Medical:2145
geohound,normalUser,Party Game:1030,Animals:1089
big_buddha,normalUser,Trains:1034,Zombies:2481
fernando torre,normalUser,Print & Play:1120,Puzzle:1028
jothaa,normalUser,Action/Dexterity:1032,Travel:1097
goibon,normalUser,Napoleonic:1051,Adventure:1022
varjo,normalUser,Novel-Based:1093,Puzzle:1028
rekki,normalUser,Spies/Secret Agents:1081,Children's Game:1041
georgiaman,normalUser,Sports:1038,Napoleonic:1051
ohno,normalUser,Children's Game:1041,Exploration:1020
inthecloudgames,normalUser,Adventure:1022,World War II: 1049
winstonsmith77,normalUser,Real-time:1037,Collectible Components:1044
stewwwe,normalUser,Deduction:1039,Wargame:1019
exuldur,normalUser,Medical:2145,Movies/TV/Radio Theme:1064
murphyslc,normalUser,Napoleonic:1051,Trains:1034
okkay,normalUser,Sports:1038,Modern Warfare:1069
nothing to hide,normalUser,Spies/Secret Agents:1081,Memory:1045
k_wie_karo,normalUser,Sports:1038,Card Game:1002
jarzan,normalUser,Educational:1094,Humor:1079
doc_mag,normalUser,Spies/Secret Agents:1081,Sports:1038
aenea,normalUser,Fantasy:1010,Transportation:1011
kakfroken,normalUser,Medieval:1035,Party Game:1030
pathfinder2,normalUser,Educational:1094,Territory Building:1086
orangegames,normalUser,Novel-Based:1093,Fantasy:1010
seiji91,normalUser,Exploration:1020,Real-time:1037
asutherland,normalUser,Exploration:1020,Deduction:1039
tiggle79,normalUser,Party Game:1030,Trains:1034
cypeg,normalUser,Puzzle:1028,Napoleonic:1051
roadie69,normalUser,Movies/TV/Radio Theme:1064,Novel-Based:1093
susanhiding,normalUser,Card Game:1002,Territory Building:1086
sylencia,normalUser,Puzzle:1028,Spies/Secret Agents:1081
gaivalas,normalUser,Puzzle:1028,Exploration:1020
ekonometras,normalUser,Racing:1031,Zombies:2481
cl8855,normalUser,Zombies:2481,Sports:1038
rimrocker4fc,normalUser,Memory:1045,Abstact Strategy:1009
kod_connect,normalUser,Dice:1017,Book:1117
findemaxa,normalUser,Ancient:1050,Movies/TV/Radio Theme:1064
bcaugust,normalUser,Dice:1017,Negotiation:1026
domigr,normalUser,Fantasy:1010,Trains:1034
jobin13,normalUser,Collectible Components:1044,Action/Dexterity:1032
laynelarson,normalUser,Book:1117,Adventure:1022
merikari,normalUser,Adventure:1022,Zombies:2481
kerstajn,normalUser,Novel-Based:1093,Abstact Strategy:1009
pyxat,normalUser,Real-time:1037,Science Fiction:1016
bosmanwolski,normalUser,Memory:1045,Fantasy:1010
balladblack,normalUser,Economic:1021,Trains:1034
generale1964,normalUser,Action/Dexterity:1032,Territory Building:1086
napstyle,normalUser,Transportation:1011,Aviation/Flight:2650
leonidarex,normalUser,Memory:1045,Transportation:1011
lorgath,normalUser,Modern Warfare:1069,Adventure:1022
pastezeal86,normalUser,Movies/TV/Radio Theme:1064,Exploration:1020
andrewterry,normalUser,Spies/Secret Agents:1081,Travel:1097
mons.com,normalUser,Transportation:1011,Wargame:1019
davelol,normalUser,Video Game Theme:1101,Novel-Based:1093
mons,normalUser,Fantasy:1010,Humor:1079
lunus,normalUser,Murder/Mystery:1040,Napoleonic:1051
mikeagrelius,normalUser,Racing:1031,Animals:1089
cesco,normalUser,Miniatures:1047,Word-game:1025
jetmcquack,normalUser,Aviation/Flight:2650,Medical:2145
shakespear,normalUser,Science Fiction:1016,Action/Dexterity:1032
redboard,normalUser,World War II: 1049,Collectible Components:1044
tick_tock,normalUser,Fantasy:1010,Travel:1097
glynspence,normalUser,Novel-Based:1093,Educational:1094
daniel_green,normalUser,Negotiation:1026,Number:1098
kalifs,normalUser,Sports:1038,Bluffing:1023
strohde,normalUser,Real-time:1037,Puzzle:1028
mtr1966,normalUser,Exploration:1020,Napoleonic:1051
cmtrailmix,normalUser,Animals:1089,Book:1117
xpolizeix,normalUser,Party Game:1030,Medieval:1035
ilvadol,normalUser,Puzzle:1028,Children's Game:1041
hobb1t,normalUser,Spies/Secret Agents:1081,Print & Play:1120
ottokaneider,normalUser,Humor:1079,Novel-Based:1093
emmersonpoole,normalUser,Puzzle:1028,Travel:1097
johnycagy,normalUser,Medical:2145,Educational:1094
djangoman,normalUser,Children's Game:1041,Exploration:1020
squirebev,normalUser,Trains:1034,Sports:1038
zedragon,normalUser,Book:1117,Action/Dexterity:1032
ker704334,normalUser,Animals:1089,Travel:1097
smgreenfield,normalUser,Bluffing:1023,Napoleonic:1051
bludgeon,normalUser,Number:1098,Puzzle:1028
flashowl,normalUser,Novel-Based:1093,Book:1117
eternalhermit,normalUser,Memory:1045,Zombies:2481
jimmyfrizz,normalUser,Medieval:1035,Children's Game:1041
jstephenpeek,normalUser,Real-time:1037,Collectible Components:1044
neckbeard,normalUser,Transportation:1011,Negotiation:1026
kimdlanor,normalUser,Miniatures:1047,Action/Dexterity:1032
philiaubert,normalUser,Racing:1031,Miniatures:1047
bramblebeard,normalUser,Book:1117,Aviation/Flight:2650
aisa_94,normalUser,Exploration:1020,Travel:1097
toggy,normalUser,Book:1117,Sports:1038
fueramiseria,normalUser,Wargame:1019,Medical:2145
daezee,normalUser,Video Game Theme:1101,Party Game:1030
gamefulenjoyment,normalUser,Humor:1079,Modern Warfare:1069
lapintiainen,normalUser,Medical:2145,Memory:1045
stargate,normalUser,Novel-Based:1093,Bluffing:1023
fearad,normalUser,Racing:1031,Party Game:1030
hdempsey,normalUser,Napoleonic:1051,Trains:1034
philwilsdon,normalUser,Economic:1021,Deduction:1039
sillycheez,normalUser,Print & Play:1120,Novel-Based:1093
tallmarkmusic,normalUser,Movies/TV/Radio Theme:1064,Educational:1094
canyonxplorer,normalUser,Medical:2145,Modern Warfare:1069
drb1004,normalUser,Word-game:1025,Murder/Mystery:1040
rudens,normalUser,Miniatures:1047,Travel:1097
delet,normalUser,Puzzle:1028,Real-time:1037
marinalatvia,normalUser,Modern Warfare:1069,Party Game:1030
speedbomb,normalUser,Puzzle:1028,Animals:1089
murse80,normalUser,World War II: 1049,Adventure:1022
catanimalia,normalUser,Dice:1017,Movies/TV/Radio Theme:1064
tintin vs china,normalUser,Action/Dexterity:1032,Novel-Based:1093
jawenforcement,normalUser,Novel-Based:1093,Aviation/Flight:2650
ptkw,normalUser,Medical:2145,Puzzle:1028
userpro,normalUser,Humor:1079,Modern Warfare:1069
urukwai,normalUser,Word-game:1025,Wargame:1019
kaylaj_13,normalUser,Exploration:1020,Word-game:1025
mrorigato,normalUser,Fighting:1046,Dice:1017
overcompetitive,normalUser,Abstact Strategy:1009,Zombies:2481
hectorjoselo,normalUser,Fantasy:1010,Spies/Secret Agents:1081
pwoloszun,normalUser,Deduction:1039,Wargame:1019
neuetes83,normalUser,Trains:1034,Travel:1097
pachi_pat,normalUser,Medical:2145,Humor:1079
duskbeard,normalUser,Dice:1017,Aviation/Flight:2650
tigrevasco_2003,normalUser,Animals:1089,Video Game Theme:1101
mps008,normalUser,Spies/Secret Agents:1081,Aviation/Flight:2650
discontrun danledeau,normalUser,Puzzle:1028,Adventure:1022
lucsavoie9,normalUser,World War II: 1049,Territory Building:1086
meepleofearth,normalUser,Negotiation:1026,Aviation/Flight:2650
inknpaper,normalUser,Collectible Components:1044,Word-game:1025
uphill gamer,normalUser,Print & Play:1120,Real-time:1037
geekyteasandgames,normalUser,Fantasy:1010,Dice:1017
sorrowsend,normalUser,Exploration:1020,Negotiation:1026
twofivethreetwo,normalUser,Economic:1021,Murder/Mystery:1040
tungstentuner,normalUser,Murder/Mystery:1040,Video Game Theme:1101
hideous_rex,normalUser,Science Fiction:1016,Humor:1079
ocelot301,normalUser,Trains:1034,Movies/TV/Radio Theme:1064
rafiqi,normalUser,World War II: 1049,Deduction:1039
acrossgray,normalUser,Children's Game:1041,Medieval:1035
bkw1004,normalUser,Exploration:1020,Trains:1034
rgalazka,normalUser,Action/Dexterity:1032,Exploration:1020
jkins,normalUser,Movies/TV/Radio Theme:1064,Bluffing:1023
djmax101,normalUser,Educational:1094,Humor:1079
baguafox,normalUser,Spies/Secret Agents:1081,Miniatures:1047
ljde70,normalUser,Novel-Based:1093,Transportation:1011
baader the great,normalUser,Deduction:1039,Economic:1021
carlosferrao,normalUser,Puzzle:1028,Territory Building:1086
elmud,normalUser,Adventure:1022,Animals:1089
normanehren,normalUser,Science Fiction:1016,Puzzle:1028
jameson and sons,normalUser,Print & Play:1120,Modern Warfare:1069
bsmaka,normalUser,Real-time:1037,Spies/Secret Agents:1081
vplay,normalUser,Murder/Mystery:1040,Territory Building:1086
ravensue,normalUser,Territory Building:1086,Zombies:2481
raentikgames,normalUser,Spies/Secret Agents:1081,Exploration:1020
napking,normalUser,Science Fiction:1016,Fighting:1046
harlontrent,normalUser,Miniatures:1047,Economic:1021
minnesotamark,normalUser,World War II: 1049,Science Fiction:1016
storm_jak,normalUser,Card Game:1002,Print & Play:1120
robojethro,normalUser,Book:1117,Fighting:1046
gamesafoot,normalUser,Collectible Components:1044,Number:1098
froodmcborkbork,normalUser,Word-game:1025,Economic:1021
torkium,normalUser,Travel:1097,Print & Play:1120
forsirus,normalUser,Spies/Secret Agents:1081,Deduction:1039
prescription pants,normalUser,Card Game:1002,Medical:2145
akparadox,normalUser,Collectible Components:1044,Memory:1045
ntronz,normalUser,Fantasy:1010,Book:1117
dlowe,normalUser,Modern Warfare:1069,Trains:1034
catface,normalUser,Medical:2145,Collectible Components:1044
iggywrestler2,normalUser,Novel-Based:1093,Fighting:1046
mightyfoo,normalUser,Wargame:1019,Napoleonic:1051
solubles,normalUser,Book:1117,Party Game:1030
mike_mcdermott,normalUser,Card Game:1002,Dice:1017
mikee385,normalUser,Real-time:1037,Miniatures:1047
rockliner,normalUser,Action/Dexterity:1032,Real-time:1037
gamerforgod,normalUser,Modern Warfare:1069,Book:1117
mtitelbaum,normalUser,Fighting:1046,Movies/TV/Radio Theme:1064
dallasdesigner,normalUser,Movies/TV/Radio Theme:1064,Napoleonic:1051
elsoyokaze,normalUser,Ancient:1050,Video Game Theme:1101
tokeeffe79,normalUser,Medieval:1035,Party Game:1030
chas1863,normalUser,Party Game:1030,Book:1117
elinboyan,normalUser,Action/Dexterity:1032,Dice:1017
chadagames,normalUser,Novel-Based:1093,Wargame:1019
cfroggie,normalUser,Fighting:1046,Puzzle:1028
lord galactus,normalUser,Abstact Strategy:1009,Territory Building:1086
cory88,normalUser,Zombies:2481,Movies/TV/Radio Theme:1064
whallywhale77,normalUser,Book:1117,Word-game:1025
purple peach,normalUser,Memory:1045,Children's Game:1041
flummii,normalUser,Modern Warfare:1069,Fighting:1046
sklydick,normalUser,Action/Dexterity:1032,Fighting:1046
normscoffee,normalUser,Transportation:1011,Ancient:1050
isherwood,normalUser,Fantasy:1010,Humor:1079
yankeefan33,normalUser,Medieval:1035,Racing:1031
jameshands,normalUser,Modern Warfare:1069,Transportation:1011
artspar,normalUser,Card Game:1002,Napoleonic:1051
umpapa,normalUser,Science Fiction:1016,Real-time:1037
wilfreek,normalUser,Bluffing:1023,Wargame:1019
tscott,normalUser,Action/Dexterity:1032,Transportation:1011
boileraero,normalUser,Real-time:1037,Adventure:1022
amok217,normalUser,Puzzle:1028,Party Game:1030
corniel,normalUser,Economic:1021,Medical:2145
tikaltown,normalUser,Medieval:1035,Animals:1089
miohn_vdc,normalUser,Video Game Theme:1101,Action/Dexterity:1032
zeph!,normalUser,Print & Play:1120,Ancient:1050
hiro1964,normalUser,Travel:1097,Novel-Based:1093
drkumara,normalUser,Dice:1017,Aviation/Flight:2650
embtps,normalUser,World War II: 1049,Spies/Secret Agents:1081
alathorn555,normalUser,Modern Warfare:1069,Adventure:1022
mimmer,normalUser,Modern Warfare:1069,Puzzle:1028
raptorpilot,normalUser,Movies/TV/Radio Theme:1064,Bluffing:1023
geronimo1955,normalUser,Humor:1079,Adventure:1022
davidr,normalUser,Exploration:1020,Puzzle:1028
nolimit47,normalUser,Exploration:1020,Negotiation:1026
davrodbois,normalUser,Medical:2145,Napoleonic:1051
orkan68,normalUser,Spies/Secret Agents:1081,Trains:1034
flameo,normalUser,Dice:1017,Miniatures:1047
virgilio55,normalUser,Ancient:1050,Economic:1021
adrian regnier,normalUser,Territory Building:1086,Book:1117
vincento,normalUser,Number:1098,Sports:1038
theeldar,normalUser,Medical:2145,Animals:1089
selfaith,normalUser,Aviation/Flight:2650,Abstact Strategy:1009
bicky209,normalUser,World War II: 1049,Spies/Secret Agents:1081
badiolik,normalUser,Medieval:1035,Word-game:1025
izimiz,normalUser,Racing:1031,Territory Building:1086
warhammero,normalUser,World War II: 1049,Number:1098
murdocs,normalUser,Abstact Strategy:1009,Modern Warfare:1069
silonec,normalUser,Deduction:1039,Educational:1094
mintberrycrunch,normalUser,Murder/Mystery:1040,Collectible Components:1044
badgersfan1,normalUser,Economic:1021,Territory Building:1086
j0hn_l0cke,normalUser,Medieval:1035,Print & Play:1120
ravenchrist,normalUser,Wargame:1019,Trains:1034
ropewalker,normalUser,Dice:1017,Fighting:1046
starlord84,normalUser,Children's Game:1041,Action/Dexterity:1032
diesucher,normalUser,Number:1098,Book:1117
necrul1,normalUser,Print & Play:1120,Number:1098
bdrowe5828,normalUser,Children's Game:1041,Trains:1034
lt_vlad,normalUser,Educational:1094,Negotiation:1026
roninshinigami,normalUser,Ancient:1050,Medical:2145
boothestar,normalUser,Medical:2145,Party Game:1030
boxdroppingmanape,normalUser,Adventure:1022,Medical:2145
rizendefrag,normalUser,Sports:1038,Memory:1045
dasdasdas,normalUser,Spies/Secret Agents:1081,Abstact Strategy:1009
ch_brun,normalUser,Fighting:1046,Real-time:1037
alreadypicked,normalUser,Fighting:1046,Animals:1089
oleacee,normalUser,Animals:1089,Territory Building:1086
lmjordan,normalUser,Napoleonic:1051,Puzzle:1028
jacob5432,normalUser,Number:1098,Party Game:1030
jonc83,normalUser,Memory:1045,Animals:1089
jk777,normalUser,Racing:1031,Transportation:1011
gecko6969,normalUser,Number:1098,Wargame:1019
mj harnish,normalUser,Science Fiction:1016,Party Game:1030
qlailaip,normalUser,Napoleonic:1051,Wargame:1019
schattentanz,normalUser,Territory Building:1086,Party Game:1030
tobeza,normalUser,Fighting:1046,Party Game:1030
shopt,normalUser,Territory Building:1086,Memory:1045
rikdom,normalUser,Wargame:1019,Negotiation:1026
nikoda,normalUser,Science Fiction:1016,Dice:1017
el_blindo,normalUser,Humor:1079,Educational:1094
girlgamergeek,normalUser,Novel-Based:1093,Bluffing:1023
ktrya,normalUser,Book:1117,Racing:1031
lily zen,normalUser,Puzzle:1028,Aviation/Flight:2650
ales94,normalUser,Transportation:1011,Print & Play:1120
dylanam,normalUser,Murder/Mystery:1040,Science Fiction:1016
jerzat,normalUser,Sports:1038,Print & Play:1120
damnbet,normalUser,Fantasy:1010,Real-time:1037
giobbedg,normalUser,Ancient:1050,Word-game:1025
w_mute,normalUser,Modern Warfare:1069,Card Game:1002
cyalume,normalUser,Number:1098,Fighting:1046
aladario,normalUser,Zombies:2481,Spies/Secret Agents:1081
dhanur,normalUser,Economic:1021,World War II: 1049
yankster,normalUser,Deduction:1039,Print & Play:1120
chrislortie,normalUser,Dice:1017,Children's Game:1041
tommyuseless,normalUser,Territory Building:1086,Ancient:1050
verarua,normalUser,Bluffing:1023,Movies/TV/Radio Theme:1064
thanos78,normalUser,Aviation/Flight:2650,Transportation:1011
vragusiv,normalUser,Transportation:1011,Novel-Based:1093
troysa,normalUser,Travel:1097,Novel-Based:1093
folko,normalUser,Murder/Mystery:1040,Zombies:2481
barbalex,normalUser,Miniatures:1047,Medieval:1035
ilbenci,normalUser,Medical:2145,Book:1117
akstevens,normalUser,Number:1098,Party Game:1030
ytinirt,normalUser,Dice:1017,Trains:1034
bacontime,normalUser,Science Fiction:1016,Abstact Strategy:1009
dmcke013,normalUser,Wargame:1019,Miniatures:1047
kriegspiel,normalUser,Medical:2145,Novel-Based:1093
simlabim,normalUser,Collectible Components:1044,Racing:1031
kragnarsson,normalUser,Racing:1031,Ancient:1050
crspbitz,normalUser,Economic:1021,Aviation/Flight:2650
gusper,normalUser,Spies/Secret Agents:1081,Wargame:1019
narfi,normalUser,Animals:1089,Puzzle:1028
alpharalpha,normalUser,Children's Game:1041,Zombies:2481
flightofapollo,normalUser,Humor:1079,Fighting:1046
oli912,normalUser,Economic:1021,Spies/Secret Agents:1081
lepsdavid,normalUser,Word-game:1025,Real-time:1037
michaeltheslav,normalUser,Medical:2145,Murder/Mystery:1040
micik,normalUser,Medical:2145,Deduction:1039
santi007,normalUser,Adventure:1022,Bluffing:1023
poochacz,normalUser,Word-game:1025,World War II: 1049
kaksoisv,normalUser,Aviation/Flight:2650,Movies/TV/Radio Theme:1064
hazi,normalUser,Educational:1094,Fighting:1046
jarnoldpl,normalUser,Print & Play:1120,Real-time:1037
godziem,normalUser,Travel:1097,Animals:1089
samnu,normalUser,Spies/Secret Agents:1081,Educational:1094
goran79,normalUser,Novel-Based:1093,Science Fiction:1016
reaven,normalUser,Children's Game:1041,Number:1098
kaksdee,normalUser,Modern Warfare:1069,Exploration:1020
_kolibri_,normalUser,Racing:1031,Napoleonic:1051
hietis,normalUser,Abstact Strategy:1009,Puzzle:1028
nano,normalUser,Fantasy:1010,Bluffing:1023
sirwlado,normalUser,Print & Play:1120,Puzzle:1028
desskrga,normalUser,Spies/Secret Agents:1081,Science Fiction:1016
drlolle,normalUser,Racing:1031,Puzzle:1028
karlsumm,normalUser,Humor:1079,Travel:1097
sushipasta,normalUser,Medical:2145,Spies/Secret Agents:1081
robbiow,normalUser,Racing:1031,Zombies:2481
nabetse,normalUser,Negotiation:1026,Action/Dexterity:1032
brilovich,normalUser,Ancient:1050,Science Fiction:1016
sozman,normalUser,Abstact Strategy:1009,Book:1117
estland,normalUser,Economic:1021,Animals:1089
miketrev,normalUser,Trains:1034,Puzzle:1028
gethar,normalUser,Real-time:1037,Collectible Components:1044
kirss,normalUser,Humor:1079,Ancient:1050
beagle757,normalUser,Educational:1094,Dice:1017
danilopatro,normalUser,Napoleonic:1051,Number:1098
k____,normalUser,Modern Warfare:1069,Murder/Mystery:1040
omoniko,normalUser,Medieval:1035,Deduction:1039
cedric1918,normalUser,Abstact Strategy:1009,Movies/TV/Radio Theme:1064
tchoubou,normalUser,Dice:1017,Aviation/Flight:2650
tdt heartburn,normalUser,Transportation:1011,Trains:1034
tankleader,normalUser,Bluffing:1023,Educational:1094
gorktheork,normalUser,Movies/TV/Radio Theme:1064,Memory:1045
smakdad,normalUser,Medical:2145,Book:1117
ainulindale,normalUser,Card Game:1002,Children's Game:1041
bullfrogggy,normalUser,Fighting:1046,Deduction:1039
skhen,normalUser,Card Game:1002,Miniatures:1047
ploc,normalUser,Puzzle:1028,Bluffing:1023
moiseursula,normalUser,Humor:1079,Trains:1034
tuguk,normalUser,Miniatures:1047,Word-game:1025
blackwolf2015,normalUser,Children's Game:1041,Economic:1021
strobineller,normalUser,Zombies:2481,Fighting:1046
thegegen,normalUser,Book:1117,Sports:1038
charanth182,normalUser,Fighting:1046,Deduction:1039
chris_p85,normalUser,Card Game:1002,Educational:1094
kimhs355,normalUser,Animals:1089,Fighting:1046
omega600,normalUser,Zombies:2481,Card Game:1002
darrenpaquin,normalUser,Card Game:1002,Dice:1017
franzl,normalUser,Children's Game:1041,Puzzle:1028
brickhousekie,normalUser,Humor:1079,Print & Play:1120
davide_aus_basel,normalUser,Book:1117,Real-time:1037
vermouth gin,normalUser,Book:1117,Negotiation:1026
fmmhide,normalUser,Deduction:1039,Party Game:1030
treckaaa,normalUser,Real-time:1037,Number:1098
andrewmsmith,normalUser,Murder/Mystery:1040,Zombies:2481
granatapfel_hl,normalUser,Animals:1089,Card Game:1002
soth78,normalUser,Modern Warfare:1069,Fighting:1046
pkmuenster,normalUser,Word-game:1025,Fighting:1046
smilingnavern,normalUser,Party Game:1030,Adventure:1022
ziro0,normalUser,Novel-Based:1093,Memory:1045
korbi07,normalUser,Card Game:1002,Collectible Components:1044
druos,normalUser,Fighting:1046,Word-game:1025
lord amami,normalUser,Party Game:1030,Napoleonic:1051
blackcurl,normalUser,Science Fiction:1016,Bluffing:1023
romgar,normalUser,Abstact Strategy:1009,Fighting:1046
veldran,normalUser,Adventure:1022,Puzzle:1028
lipemartignago,normalUser,Deduction:1039,Modern Warfare:1069
butterbob,normalUser,Action/Dexterity:1032,Travel:1097
mass22,normalUser,Print & Play:1120,Spies/Secret Agents:1081
sirius23,normalUser,Economic:1021,Video Game Theme:1101
dillonblake,normalUser,Zombies:2481,Novel-Based:1093
thelypteris,normalUser,Humor:1079,Educational:1094
chessoul,normalUser,Sports:1038,Movies/TV/Radio Theme:1064
netopia,normalUser,Action/Dexterity:1032,Educational:1094
demalson,normalUser,Transportation:1011,Children's Game:1041
zombolo,normalUser,Action/Dexterity:1032,Puzzle:1028
momerath,normalUser,Video Game Theme:1101,Miniatures:1047
boom04,normalUser,Murder/Mystery:1040,Puzzle:1028
alejandros,normalUser,Action/Dexterity:1032,Trains:1034
fnsl,normalUser,Card Game:1002,Napoleonic:1051
ohbalto,normalUser,Party Game:1030,Sports:1038
neurosis13,normalUser,Miniatures:1047,Negotiation:1026
kdean1,normalUser,Trains:1034,Puzzle:1028
kronkthemonk,normalUser,Dice:1017,Deduction:1039
flux y fluxy,normalUser,Book:1117,Science Fiction:1016
chtulur,normalUser,Economic:1021,World War II: 1049
tomi71,normalUser,Medical:2145,Territory Building:1086
tone5,normalUser,Abstact Strategy:1009,Negotiation:1026
woiny,normalUser,Animals:1089,Zombies:2481
snodon,normalUser,Action/Dexterity:1032,Aviation/Flight:2650
tim3classik,normalUser,Animals:1089,Memory:1045
jinlv81,normalUser,Video Game Theme:1101,Trains:1034
meryldf,normalUser,Miniatures:1047,Word-game:1025
srtotoro,normalUser,Print & Play:1120,Children's Game:1041
otofuyu,normalUser,World War II: 1049,Napoleonic:1051
ranib,normalUser,Zombies:2481,Memory:1045
inkittenus,normalUser,Economic:1021,Medieval:1035
saraqael,normalUser,Novel-Based:1093,Memory:1045
malyta,normalUser,Zombies:2481,Puzzle:1028
endor,normalUser,Children's Game:1041,Ancient:1050
turtlecolor,normalUser,Racing:1031,Puzzle:1028
swampers,normalUser,Real-time:1037,Ancient:1050
kesipyc,normalUser,Territory Building:1086,Modern Warfare:1069
ich selbst,normalUser,Number:1098,Dice:1017
norse_code,normalUser,Print & Play:1120,Word-game:1025
sawhat,normalUser,Word-game:1025,Sports:1038
darksoul666,normalUser,Party Game:1030,Movies/TV/Radio Theme:1064
jakemich776,normalUser,Book:1117,Animals:1089
abnsgt,normalUser,Napoleonic:1051,Bluffing:1023
shipple,normalUser,Collectible Components:1044,Humor:1079
a lost canadian,normalUser,Bluffing:1023,Travel:1097
bondi,normalUser,Modern Warfare:1069,Adventure:1022
mikeanthony,normalUser,Real-time:1037,Negotiation:1026
fanselowrudy,normalUser,Animals:1089,Economic:1021
mwkerek,normalUser,Deduction:1039,Humor:1079
she-wolf,normalUser,Travel:1097,Medieval:1035
abner nirtzman,normalUser,Wargame:1019,Adventure:1022
pablier,normalUser,Modern Warfare:1069,World War II: 1049
diegorm2013,normalUser,Memory:1045,Medieval:1035
on10i5s3,normalUser,Medical:2145,Wargame:1019
zombie240,normalUser,Napoleonic:1051,Spies/Secret Agents:1081
fkif,normalUser,Fantasy:1010,Humor:1079
battybattue,normalUser,Card Game:1002,Modern Warfare:1069
dicedesign,normalUser,Aviation/Flight:2650,Abstact Strategy:1009
ron1701,normalUser,Book:1117,Dice:1017
jhines0042,normalUser,Napoleonic:1051,Trains:1034
hagen_xiii,normalUser,Negotiation:1026,Fantasy:1010
sutcliffe,normalUser,Science Fiction:1016,Travel:1097
zepawnfuhrer,normalUser,Memory:1045,Bluffing:1023
patricula,normalUser,Action/Dexterity:1032,Memory:1045
cresub,normalUser,Puzzle:1028,Word-game:1025
ehstudios,normalUser,Trains:1034,Animals:1089
gjblessing,normalUser,Fantasy:1010,Humor:1079
redshark92,normalUser,Territory Building:1086,Murder/Mystery:1040
bpeace,normalUser,Sports:1038,Dice:1017
sebster,normalUser,Collectible Components:1044,Bluffing:1023
asciborski,normalUser,Fantasy:1010,Bluffing:1023
macthegamer,normalUser,Humor:1079,Ancient:1050
kawikapedia,normalUser,Miniatures:1047,World War II: 1049
samoano,normalUser,Spies/Secret Agents:1081,Puzzle:1028
angiox,normalUser,Real-time:1037,Adventure:1022
carocat,normalUser,Transportation:1011,Children's Game:1041
ppsz,normalUser,Novel-Based:1093,Aviation/Flight:2650
siskny,normalUser,Sports:1038,Murder/Mystery:1040
oddworld,normalUser,Collectible Components:1044,World War II: 1049
claudioglauco,normalUser,Movies/TV/Radio Theme:1064,Sports:1038
gizeh,normalUser,Movies/TV/Radio Theme:1064,Collectible Components:1044
zokix,normalUser,Number:1098,Collectible Components:1044
subtrendence,normalUser,Number:1098,Puzzle:1028
orrtag,normalUser,Fighting:1046,Miniatures:1047
brattyrhombus,normalUser,Animals:1089,Fighting:1046
masonpalmatier,normalUser,Abstact Strategy:1009,Travel:1097
crow0,normalUser,World War II: 1049,Abstact Strategy:1009
